,DER_deltaeta_jet_jet,DER_deltar_tau_lep,DER_lep_eta_centrality,DER_mass_MMC,DER_mass_jet_jet,DER_mass_transverse_met_lep,DER_mass_vis,DER_met_phi_centrality,DER_prodeta_jet_jet,DER_pt_h,DER_pt_ratio_lep_tau,DER_pt_tot,DER_sum_pt,PRI_jet_all_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_leading_pt,PRI_jet_num,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_subleading_pt,PRI_lep_eta,PRI_lep_phi,PRI_lep_pt,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_tau_eta,PRI_tau_phi,PRI_tau_pt
DER_deltaeta_jet_jet,1.0,0.03381044388890226,0.7056692689661892,-0.018057842473803747,0.8586427840852005,-0.23379139568783378,-0.03291261619162206,0.17766619229414327,-0.8665508409360713,0.04813039670822106,-0.1413352694639142,-0.008099271220558379,0.009352010607800202,0.0031688629879548366,0.002130743134106064,0.0013394150084975783,0.03443394211755024,0.018385771011636357,0.0025836961301978064,-0.0006260628155601092,-0.04276670044705757,-0.00013001009143402207,0.004688581431574414,-0.06702991903695794,-0.06886374765041278,-0.000409980111736946,0.0014651436666299048,0.0026244875976959674,-0.002625602622569357,0.10109826374067679
DER_deltar_tau_lep,0.03381044388890226,1.0,-0.008970121990120133,0.545981551228278,-0.06850709569790868,0.04318766548869923,0.5794267500262364,-0.20598907723882298,0.0026752994674415042,-0.5427247322841319,0.045843023467280815,-0.15484780695830908,-0.43405241149529467,-0.45061813443717924,-0.0023098341514241963,0.009340903511431098,-0.45616871463072733,-0.34932532180314246,-0.0077589144707417654,0.009816227680314846,-0.2287039460426755,-0.0006345640952476718,-0.0015449441294883236,-0.07093013027006256,-0.41040399714764303,0.0003833811170454142,-0.4087603443689497,0.0031293985420019336,-0.011150177149578904,-0.20214315372311056
DER_lep_eta_centrality,0.7056692689661892,-0.008970121990120133,1.0,-0.02167568800109785,0.571528188710445,-0.19508664201814147,-0.04196169493309747,0.16926431535715614,-0.6284379644599782,0.07860744041666026,-0.11299006751604411,-0.003709016179327022,0.051195780964152955,0.04276281652620982,0.008172578552896475,0.001561275923363188,0.061273015961002125,0.04882700730674199,0.0066828239869985645,-0.005298474879299609,0.0035277231607481105,0.004664707068923304,0.0006672276039363384,-0.030956403753127637,-0.023967808921994616,0.006054113339356269,0.041289959109593675,0.003313367672494661,-0.0035224391813985264,0.10838228823700069
DER_mass_MMC,-0.018057842473803747,0.545981551228278,-0.02167568800109785,1.0,-0.009203627242908703,0.1841076658608718,0.9223235052540908,0.04067865898993864,0.00884563581321125,0.058055788689766304,0.07540114342188672,0.036775559966457504,0.1641036459039759,0.04528050148336611,0.0035160708311841636,0.008864746365800627,0.03302322318559505,0.05736374833370515,0.01023314503460231,-0.0025961756516309394,0.005300735409505819,0.0015595750303143128,-0.002558309339057151,0.36098963370746956,0.1174979068365251,0.00040898738898774027,0.12882645765855524,0.0030294234738361013,-0.0037482147110116633,0.2920690754617738
DER_mass_jet_jet,0.8586427840852005,-0.06850709569790868,0.571528188710445,-0.009203627242908703,1.0,-0.22050004139257812,-0.0406297306840285,0.21070200946629725,-0.816537087924641,0.1933394390606177,-0.10743963706524105,0.03927551041153364,0.18918358901553195,0.18667124245199804,0.001665883285087052,0.001751523615286955,0.22609776331940726,0.10303287299018837,0.005645597458875422,-0.006458315437032029,0.15394626284060373,0.002995684895182815,0.0011990159963271652,0.004363377993015123,0.0630049789639435,0.002455098702779965,0.1563235082748773,0.0011077490334561201,5.0848402829510016e-05,0.15709300377139812
DER_mass_transverse_met_lep,-0.23379139568783378,0.04318766548869923,-0.19508664201814147,0.1841076658608718,-0.22050004139257812,1.0,0.19118819549208166,-0.4203268334595299,0.215877442031386,-0.25180326519797985,0.3494808613525579,0.012172376574242489,-0.14687207333808341,-0.21086977540706633,-0.00755283469717347,0.008666761359728986,-0.19013185697119875,-0.21130378561827476,-0.0051271127097550166,0.013797637777499577,-0.081682722821685,-0.0077788052384793836,0.0007221838885415251,0.31008759650924134,0.1837138820691512,-0.016518697567114847,-0.16785577615416322,-0.002405721902534805,0.0011858980585851345,-0.14466152156779516
DER_mass_vis,-0.03291261619162206,0.5794267500262364,-0.04196169493309747,0.9223235052540908,-0.0406297306840285,0.19118819549208166,1.0,-0.09204453187472791,0.028391225522923367,-0.06356638442408594,0.09816324110070579,-0.0015543722774339337,0.08812462885985667,-0.05448398182498328,0.002399043925792117,0.006946486611002781,-0.06170375692229702,-0.029068194323771432,0.00593024218991556,-0.0012995056431321134,-0.04307267396296836,-0.00017851461740421153,-0.0029343730550621086,0.4058510671724167,-0.08926244869250533,-0.0005452192888419621,0.05208500057319178,0.0012702098368650384,-0.003270728552957053,0.29122022321249236
DER_met_phi_centrality,0.17766619229414327,-0.20598907723882298,0.16926431535715614,0.04067865898993864,0.21070200946629725,-0.4203268334595299,-0.09204453187472791,1.0,-0.1893365848279866,0.5409480971753438,-0.03852324738422223,0.18463896857957304,0.4201783397763381,0.4519881035933763,0.014930247973974272,-0.001656681832361368,0.3716038918347448,0.48959313347738803,0.017371081713547995,-0.028533597279173373,0.1707296900320227,0.010886429244276687,0.0002368438822451592,0.05404451707017099,0.18323828891028887,0.009196127135370791,0.4227732607750581,0.0031983256412241234,-0.002389363548198109,0.14114741357194688
DER_prodeta_jet_jet,-0.8665508409360713,0.0026752994674415042,-0.6284379644599782,0.00884563581321125,-0.816537087924641,0.215877442031386,0.028391225522923367,-0.1893365848279866,1.0,-0.09592531711023339,0.11617896329808648,-0.008857883544548624,-0.0684738929767647,-0.06364508534246675,-0.009960792386676909,-0.0040105189539530114,-0.07970415429490132,-0.06418229926781745,-0.015013521857845243,0.003838853203811293,-0.015353373343070723,-0.006492327788353549,-0.005801178077864439,0.0353060710229752,0.02490361477016855,-0.00017902234991514743,-0.05980979685825024,-0.004533875957867001,0.00194745056832013,-0.1106628808195373
DER_pt_h,0.04813039670822106,-0.5427247322841319,0.07860744041666026,0.058055788689766304,0.1933394390606177,-0.25180326519797985,-0.06356638442408594,0.5409480971753438,-0.09592531711023339,1.0,0.09267269712270686,0.30042660948715105,0.8366164282234297,0.8124142471547362,0.012478227087862144,-0.0014411672682895552,0.821495021351302,0.6255368547168614,0.02343786728110592,-0.022042399024242692,0.38688407630516264,0.0078025059532625925,-0.003616687440825256,0.3652980465662555,0.6767696078486151,0.007787590768390124,0.7858168053783513,0.00021691887501269755,0.00579453226428318,0.4082800024004157
DER_pt_ratio_lep_tau,-0.1413352694639142,0.045843023467280815,-0.11299006751604411,0.07540114342188672,-0.10743963706524105,0.3494808613525579,0.09816324110070579,-0.03852324738422223,0.11617896329808648,0.09267269712270686,1.0,0.04336609177958449,0.11223706020105621,0.08132000602629369,0.0016379579351949076,0.0025582693177966602,0.07535683558409001,0.05653342085791179,0.0010341082451003328,0.005379101180890024,0.03995300035277737,0.0021517838175070542,-0.0065496698038081365,0.7025426611926378,0.05649451292578946,-0.0014346546562532519,0.052199754997147844,3.892753548274664e-06,0.0003163521791275628,-0.47335129970145556
DER_pt_tot,-0.008099271220558379,-0.15484780695830908,-0.003709016179327022,0.036775559966457504,0.03927551041153364,0.012172376574242489,-0.0015543722774339337,0.18463896857957304,-0.008857883544548624,0.30042660948715105,0.04336609177958449,1.0,0.393467968026265,0.4165620241149084,-9.141438839195907e-05,0.0017125918394771023,0.2558572613980402,0.37471874323783,0.008591463931369963,-0.012260153040675317,0.22180343151573156,0.007876611908096529,-0.00470742928953086,0.11507691919889179,0.23842500975374395,0.0006406175895622323,0.4633231476479699,0.00270702804586525,0.0023984367388424225,0.09743279641635634
DER_sum_pt,0.009352010607800202,-0.43405241149529467,0.051195780964152955,0.1641036459039759,0.18918358901553195,-0.14687207333808341,0.08812462885985667,0.4201783397763381,-0.0684738929767647,0.8366164282234297,0.11223706020105621,0.393467968026265,1.0,0.9654919297145471,0.010901145385578423,-0.0002838032328398289,0.858967792822894,0.7585220622340564,0.026416801552796784,-0.020610640063175426,0.585997932671048,0.00759612632471977,-0.0029410652895508985,0.4640389001317009,0.5275694497422405,0.006186807080404156,0.9040623810410381,0.000976002002273061,0.004196755103166683,0.4852179209161484
PRI_jet_all_pt,0.0031688629879548366,-0.45061813443717924,0.04276281652620982,0.04528050148336611,0.18667124245199804,-0.21086977540706633,-0.05448398182498328,0.4519881035933763,-0.06364508534246675,0.8124142471547362,0.08132000602629369,0.4165620241149084,0.9654919297145471,1.0,0.011105504091353545,-0.001470408164692942,0.858955167824123,0.8050177513393382,0.026743402655581727,-0.02187098262171762,0.6227864963844592,0.009442400322044976,-0.0032690520491084328,0.2974417365099508,0.5427426983375455,0.006455470254744144,0.8840077215068682,0.002891119641640011,0.005129009729601132,0.32113152937102685
PRI_jet_leading_eta,0.002130743134106064,-0.0023098341514241963,0.008172578552896475,0.0035160708311841636,0.001665883285087052,-0.00755283469717347,0.002399043925792117,0.014930247973974272,-0.009960792386676909,0.012478227087862144,0.0016379579351949076,-9.141438839195907e-05,0.010901145385578423,0.011105504091353545,1.0,-0.004374264906967078,0.008030256597824489,0.012402439226172967,-0.22562901161910395,0.008345477411115965,0.00708921929315006,0.23891992387051025,0.0015917659691664495,0.00447639043731055,0.0022800631606359487,-0.0013022801475709293,0.01009591192982398,0.21570159777213635,0.004061230515712022,0.0033261293528278296
PRI_jet_leading_phi,0.0013394150084975783,0.009340903511431098,0.001561275923363188,0.008864746365800627,0.001751523615286955,0.008666761359728986,0.006946486611002781,-0.001656681832361368,-0.0040105189539530114,-0.0014411672682895552,0.0025582693177966602,0.0017125918394771023,-0.0002838032328398289,-0.001470408164692942,-0.004374264906967078,1.0,-0.00242724179142347,-0.0019936699222686833,-0.004844523575316506,-0.08821400676258852,0.004027826178198255,-0.0015843299878832847,-0.23601901340251588,0.003983826129899792,0.0037128647415531324,-0.23727231837026325,0.0009467430780259342,-0.0035516217651879564,-0.15719649711213132,0.0010115459458434888
PRI_jet_leading_pt,0.03443394211755024,-0.45616871463072733,0.061273015961002125,0.03302322318559505,0.22609776331940726,-0.19013185697119875,-0.06170375692229702,0.3716038918347448,-0.07970415429490132,0.821495021351302,0.07535683558409001,0.2558572613980402,0.858967792822894,0.858955167824123,0.008030256597824489,-0.00242724179142347,1.0,0.5009131784047733,0.016746463175228862,-0.013132115997783937,0.44230739098509914,0.003598883778914723,-0.004159584445642589,0.3205044791138677,0.5960639846271267,0.0063523530725472415,0.7793262840244727,4.895558522616953e-06,0.005826923087184059,0.3646504184119515
PRI_jet_num,0.018385771011636357,-0.34932532180314246,0.04882700730674199,0.05736374833370515,0.10303287299018837,-0.21130378561827476,-0.029068194323771432,0.48959313347738803,-0.06418229926781745,0.6255368547168614,0.05653342085791179,0.37471874323783,0.7585220622340564,0.8050177513393382,0.012402439226172967,-0.0019936699222686833,0.5009131784047733,1.0,0.033998792639193844,-0.024109225686551862,0.3638465105397024,0.014236767731373931,-0.001186346422866563,0.19522527964453804,0.33992948948105906,0.00466207372249631,0.7054679852271936,0.005446822817276096,0.003252012875458448,0.20562631635855635
PRI_jet_subleading_eta,0.0025836961301978064,-0.0077589144707417654,0.0066828239869985645,0.01023314503460231,0.005645597458875422,-0.0051271127097550166,0.00593024218991556,0.017371081713547995,-0.015013521857845243,0.02343786728110592,0.0010341082451003328,0.008591463931369963,0.026416801552796784,0.026743402655581727,-0.22562901161910395,-0.004844523575316506,0.016746463175228862,0.033998792639193844,1.0,-0.0005309561999399268,0.013972049475851704,0.1618683389860187,-0.004748386255805896,0.00850553688910134,0.01435123212437486,-0.005714757582673892,0.023710468794519803,0.14169228722758673,0.011350829561418379,0.011125406661489144
PRI_jet_subleading_phi,-0.0006260628155601092,0.009816227680314846,-0.005298474879299609,-0.0025961756516309394,-0.006458315437032029,0.013797637777499577,-0.0012995056431321134,-0.028533597279173373,0.003838853203811293,-0.022042399024242692,0.005379101180890024,-0.012260153040675317,-0.020610640063175426,-0.02187098262171762,0.008345477411115965,-0.08821400676258852,-0.013132115997783937,-0.024109225686551862,-0.0005309561999399268,1.0,-0.019272756144216047,0.008820206511562309,-0.10611669628273276,-0.0012519943663554702,-0.008778778098203226,-0.07546476300666047,-0.020947140876633925,0.0033938675609279855,-0.0738735849412762,-0.009626801028316916
PRI_jet_subleading_pt,-0.04276670044705757,-0.2287039460426755,0.0035277231607481105,0.005300735409505819,0.15394626284060373,-0.081682722821685,-0.04307267396296836,0.1707296900320227,-0.015353373343070723,0.38688407630516264,0.03995300035277737,0.22180343151573156,0.585997932671048,0.6227864963844592,0.00708921929315006,0.004027826178198255,0.44230739098509914,0.3638465105397024,0.013972049475851704,-0.019272756144216047,1.0,-0.0016637401695783097,-0.0010782002751069776,0.14785068937251586,0.2867131127321783,0.004155366112515954,0.5204164230027063,0.002371202260213656,0.006398769272823859,0.15800763620893904
PRI_lep_eta,-0.00013001009143402207,-0.0006345640952476718,0.004664707068923304,0.0015595750303143128,0.002995684895182815,-0.0077788052384793836,-0.00017851461740421153,0.010886429244276687,-0.006492327788353549,0.0078025059532625925,0.0021517838175070542,0.007876611908096529,0.00759612632471977,0.009442400322044976,0.23891992387051025,-0.0015843299878832847,0.003598883778914723,0.014236767731373931,0.1618683389860187,0.008820206511562309,-0.0016637401695783097,1.0,0.00047473326353143373,-0.0007500150581993281,0.000766960338139175,0.0030543551719295196,0.009228198010503123,0.5572433545366838,-0.0035091372167316416,-0.0012979159460151236
PRI_lep_phi,0.004688581431574414,-0.0015449441294883236,0.0006672276039363384,-0.002558309339057151,0.0011990159963271652,0.0007221838885415251,-0.0029343730550621086,0.0002368438822451592,-0.005801178077864439,-0.003616687440825256,-0.0065496698038081365,-0.00470742928953086,-0.0029410652895508985,-0.0032690520491084328,0.0015917659691664495,-0.23601901340251588,-0.004159584445642589,-0.001186346422866563,-0.004748386255805896,-0.10611669628273276,-0.0010782002751069776,0.00047473326353143373,1.0,-0.004253217919348303,-0.0017664786317385885,0.023260032131717942,-0.0061113450309124755,0.0025023469254629995,-0.2063472350495916,0.0033227394995731974
PRI_lep_pt,-0.06702991903695794,-0.07093013027006256,-0.030956403753127637,0.36098963370746956,0.004363377993015123,0.31008759650924134,0.4058510671724167,0.05404451707017099,0.0353060710229752,0.3652980465662555,0.7025426611926378,0.11507691919889179,0.4640389001317009,0.2974417365099508,0.00447639043731055,0.003983826129899792,0.3205044791138677,0.19522527964453804,0.00850553688910134,-0.0012519943663554702,0.14785068937251586,-0.0007500150581993281,-0.004253217919348303,1.0,0.17591282029524993,-0.000202042899053546,0.36055640828417324,-0.004015370975715203,-0.0018374157056586517,0.10488326760409045
PRI_met,-0.06886374765041278,-0.41040399714764303,-0.023967808921994616,0.1174979068365251,0.0630049789639435,0.1837138820691512,-0.08926244869250533,0.18323828891028887,0.02490361477016855,0.6767696078486151,0.05649451292578946,0.23842500975374395,0.5275694497422405,0.5427426983375455,0.0022800631606359487,0.0037128647415531324,0.5960639846271267,0.33992948948105906,0.01435123212437486,-0.008778778098203226,0.2867131127321783,0.000766960338139175,-0.0017664786317385885,0.17591282029524993,1.0,0.0007598324166768188,0.4934648503970789,0.000724667520457056,0.006810931523290278,0.17830247094445464
PRI_met_phi,-0.000409980111736946,0.0003833811170454142,0.006054113339356269,0.00040898738898774027,0.002455098702779965,-0.016518697567114847,-0.0005452192888419621,0.009196127135370791,-0.00017902234991514743,0.007787590768390124,-0.0014346546562532519,0.0006406175895622323,0.006186807080404156,0.006455470254744144,-0.0013022801475709293,-0.23727231837026325,0.0063523530725472415,0.00466207372249631,-0.005714757582673892,-0.07546476300666047,0.004155366112515954,0.0030543551719295196,0.023260032131717942,-0.000202042899053546,0.0007598324166768188,1.0,0.004383111760781209,0.0018014366596947958,0.03293670477353248,0.003943941754416042
PRI_met_sumet,0.0014651436666299048,-0.4087603443689497,0.041289959109593675,0.12882645765855524,0.1563235082748773,-0.16785577615416322,0.05208500057319178,0.4227732607750581,-0.05980979685825024,0.7858168053783513,0.052199754997147844,0.4633231476479699,0.9040623810410381,0.8840077215068682,0.01009591192982398,0.0009467430780259342,0.7793262840244727,0.7054679852271936,0.023710468794519803,-0.020947140876633925,0.5204164230027063,0.009228198010503123,-0.0061113450309124755,0.36055640828417324,0.4934648503970789,0.004383111760781209,1.0,0.0014894573123346595,0.005604504257203302,0.44846207667950855
PRI_tau_eta,0.0026244875976959674,0.0031293985420019336,0.003313367672494661,0.0030294234738361013,0.0011077490334561201,-0.002405721902534805,0.0012702098368650384,0.0031983256412241234,-0.004533875957867001,0.00021691887501269755,3.892753548274664e-06,0.00270702804586525,0.000976002002273061,0.002891119641640011,0.21570159777213635,-0.0035516217651879564,4.895558522616953e-06,0.005446822817276096,0.14169228722758673,0.0033938675609279855,0.002371202260213656,0.5572433545366838,0.0025023469254629995,-0.004015370975715203,0.000724667520457056,0.0018014366596947958,0.0014894573123346595,1.0,-0.0016879104589866173,-0.0036192782845219846
PRI_tau_phi,-0.002625602622569357,-0.011150177149578904,-0.0035224391813985264,-0.0037482147110116633,5.0848402829510016e-05,0.0011858980585851345,-0.003270728552957053,-0.002389363548198109,0.00194745056832013,0.00579453226428318,0.0003163521791275628,0.0023984367388424225,0.004196755103166683,0.005129009729601132,0.004061230515712022,-0.15719649711213132,0.005826923087184059,0.003252012875458448,0.011350829561418379,-0.0738735849412762,0.006398769272823859,-0.0035091372167316416,-0.2063472350495916,-0.0018374157056586517,0.006810931523290278,0.03293670477353248,0.005604504257203302,-0.0016879104589866173,1.0,0.0010809581120394098
PRI_tau_pt,0.10109826374067679,-0.20214315372311056,0.10838228823700069,0.2920690754617738,0.15709300377139812,-0.14466152156779516,0.29122022321249236,0.14114741357194688,-0.1106628808195373,0.4082800024004157,-0.47335129970145556,0.09743279641635634,0.4852179209161484,0.32113152937102685,0.0033261293528278296,0.0010115459458434888,0.3646504184119515,0.20562631635855635,0.011125406661489144,-0.009626801028316916,0.15800763620893904,-0.0012979159460151236,0.0033227394995731974,0.10488326760409045,0.17830247094445464,0.003943941754416042,0.44846207667950855,-0.0036192782845219846,0.0010809581120394098,1.0
